"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12041","Verify that user can complete checkout process with generated user data","Web Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:12 UTC 2026","web.CheckoutTest","Web Tests","web.CheckoutTest","completeCheckoutWithGeneratedUserDataTest"
"","4602","Verify that products are sorted correctly","Mobile Test Suite","Sat Jan 10 17:29:14 UTC 2026","passed","Sat Jan 10 17:29:19 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","10088","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sat Jan 10 17:31:33 UTC 2026","passed","Sat Jan 10 17:31:43 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3891","Verify that pet can be deleted successfully by ID","API Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:03 UTC 2026","api.DeletePetTest","API Tests","api.DeletePetTest","verifyPetCanBeDeletedSuccessfully"
"","10269","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sat Jan 10 17:29:13 UTC 2026","passed","Sat Jan 10 17:29:23 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3628","Verify that products are sorted correctly","Mobile Test Suite","Sat Jan 10 17:30:01 UTC 2026","passed","Sat Jan 10 17:30:05 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","9558","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sat Jan 10 17:30:32 UTC 2026","passed","Sat Jan 10 17:30:42 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","11582","Verify that user can add multiple products to cart and remove one","Web Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:12 UTC 2026","web.ShoppingTest","Web Tests","web.ShoppingTest","addMultipleProductsAndRemoveOneTest"
"","3562","Verify that products are sorted correctly","Mobile Test Suite","Sat Jan 10 17:30:24 UTC 2026","passed","Sat Jan 10 17:30:28 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","6657","Verify that user can add and remove product from cart","Mobile Test Suite","Sat Jan 10 17:29:14 UTC 2026","passed","Sat Jan 10 17:29:21 UTC 2026","mobile.CartTest","Mobile Tests","mobile.CartTest","addAndRemoveProductFromCartTest"
"","4531","Verify that pet can be retrieved successfully by ID","API Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:04 UTC 2026","api.GetPetTest","API Tests","api.GetPetTest","verifyPetCanBeRetrievedById"
"","11059","Verify that user can successfully login and logout","Web Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:11 UTC 2026","web.LoginTest","Web Tests","web.LoginTest","successfulLoginAndLogoutTest"
"","9470","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sat Jan 10 17:29:42 UTC 2026","passed","Sat Jan 10 17:29:51 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","4928","Verify that pet can be updated successfully with new data","API Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:04 UTC 2026","api.UpdatePetTest","API Tests","api.UpdatePetTest","verifyPetCanBeUpdatedSuccessfully"
"","9999","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sat Jan 10 17:31:04 UTC 2026","passed","Sat Jan 10 17:31:14 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3724","Verify that products are sorted correctly","Mobile Test Suite","Sat Jan 10 17:29:38 UTC 2026","passed","Sat Jan 10 17:29:41 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","10390","Verify that user can login with valid credentials","Mobile Test Suite","Sat Jan 10 17:29:13 UTC 2026","passed","Sat Jan 10 17:29:24 UTC 2026","mobile.LoginTest","Mobile Tests","mobile.LoginTest","validLoginTest"
"","9349","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sat Jan 10 17:30:07 UTC 2026","passed","Sat Jan 10 17:30:16 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","4770","Verify that pet can be created successfully with valid data","API Test Suite","Sat Jan 10 17:29:00 UTC 2026","passed","Sat Jan 10 17:29:04 UTC 2026","api.CreatePetTest","API Tests","api.CreatePetTest","verifyPetCanBeCreatedSuccessfully"
