"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","228","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:22 UTC 2026","passed","Fri Apr 17 13:27:22 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","21","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:23 UTC 2026","passed","Fri Apr 17 13:27:23 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","20","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:23 UTC 2026","passed","Fri Apr 17 13:27:23 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","93","Verify that booking can be deleted successfully by ID","API Test Suite","Fri Apr 17 13:27:21 UTC 2026","passed","Fri Apr 17 13:27:21 UTC 2026","api.DeleteBookingTest","API Tests","api.DeleteBookingTest","verifyBookingCanBeDeletedSuccessfully"
"","22","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:22 UTC 2026","passed","Fri Apr 17 13:27:22 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","138","Verify that booking can be retrieved successfully by ID","API Test Suite","Fri Apr 17 13:27:20 UTC 2026","passed","Fri Apr 17 13:27:20 UTC 2026","api.GetBookingTest","API Tests","api.GetBookingTest","verifyBookingCanBeRetrievedById"
"","4328","Verify that booking can be created successfully with valid data","API Test Suite","Fri Apr 17 13:27:16 UTC 2026","passed","Fri Apr 17 13:27:20 UTC 2026","api.CreateBookingTest","API Tests","api.CreateBookingTest","verifyBookingCanBeCreatedSuccessfully"
"","24","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:22 UTC 2026","passed","Fri Apr 17 13:27:22 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","22","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:23 UTC 2026","passed","Fri Apr 17 13:27:23 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","21","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:22 UTC 2026","passed","Fri Apr 17 13:27:23 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","19","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:23 UTC 2026","passed","Fri Apr 17 13:27:23 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
"","1040","Verify that booking can be updated successfully with new data","API Test Suite","Fri Apr 17 13:27:20 UTC 2026","passed","Fri Apr 17 13:27:21 UTC 2026","api.UpdateBookingTest","API Tests","api.UpdateBookingTest","verifyBookingCanBeUpdatedSuccessfully"
"","26","verifyBookingErrorResponseIsHandledCorrectly","API Test Suite","Fri Apr 17 13:27:23 UTC 2026","passed","Fri Apr 17 13:27:23 UTC 2026","api.ErrorHandlingBookingTest","API Tests","api.ErrorHandlingBookingTest","verifyBookingErrorResponseIsHandledCorrectly"
