"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4053","Verify that products are sorted correctly","Mobile Test Suite","Mon Dec 22 14:57:09 UTC 2025","passed","Mon Dec 22 14:57:13 UTC 2025","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","9956","Verify that user cannot login with invalid credentials","Mobile Test Suite","Mon Dec 22 14:58:42 UTC 2025","passed","Mon Dec 22 14:58:52 UTC 2025","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3548","Verify that products are sorted correctly","Mobile Test Suite","Mon Dec 22 14:57:31 UTC 2025","passed","Mon Dec 22 14:57:35 UTC 2025","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"Verify that pet can be updated successfully with new data","5580","verifyPetCanBeUpdatedSuccessfully","API Test Suite","Mon Dec 22 14:55:39 UTC 2025","passed","Mon Dec 22 14:55:45 UTC 2025","api.UpdatePetTest","API Tests","api.UpdatePetTest","verifyPetCanBeUpdatedSuccessfully"
"","10433","Verify that user cannot login with invalid credentials","Mobile Test Suite","Mon Dec 22 14:59:06 UTC 2025","passed","Mon Dec 22 14:59:17 UTC 2025","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3972","Verify that products are sorted correctly","Mobile Test Suite","Mon Dec 22 14:57:54 UTC 2025","passed","Mon Dec 22 14:57:58 UTC 2025","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"Verify that pet can be deleted successfully by ID","4437","verifyPetCanBeDeletedSuccessfully","API Test Suite","Mon Dec 22 14:55:39 UTC 2025","passed","Mon Dec 22 14:55:44 UTC 2025","api.DeletePetTest","API Tests","api.DeletePetTest","verifyPetCanBeDeletedSuccessfully"
"","9757","Verify that user cannot login with invalid credentials","Mobile Test Suite","Mon Dec 22 14:57:44 UTC 2025","passed","Mon Dec 22 14:57:54 UTC 2025","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3762","Verify that products are sorted correctly","Mobile Test Suite","Mon Dec 22 14:56:45 UTC 2025","passed","Mon Dec 22 14:56:49 UTC 2025","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","10082","Verify that user cannot login with invalid credentials","Mobile Test Suite","Mon Dec 22 14:58:14 UTC 2025","passed","Mon Dec 22 14:58:24 UTC 2025","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"Verify that pet can be retrieved successfully by ID","4461","verifyPetCanBeRetrievedById","API Test Suite","Mon Dec 22 14:55:39 UTC 2025","passed","Mon Dec 22 14:55:44 UTC 2025","api.GetPetTest","API Tests","api.GetPetTest","verifyPetCanBeRetrievedById"
"","10031","Verify that user can login with valid credentials","Mobile Test Suite","Mon Dec 22 14:56:44 UTC 2025","passed","Mon Dec 22 14:56:54 UTC 2025","mobile.LoginTest","Mobile Tests","mobile.LoginTest","validLoginTest"
"Verify that pet can be created successfully with valid data","4404","verifyPetCanBeCreatedSuccessfully","API Test Suite","Mon Dec 22 14:55:39 UTC 2025","passed","Mon Dec 22 14:55:44 UTC 2025","api.CreatePetTest","API Tests","api.CreatePetTest","verifyPetCanBeCreatedSuccessfully"
"","7288","Verify that user can add and remove product from cart","Mobile Test Suite","Mon Dec 22 14:56:41 UTC 2025","passed","Mon Dec 22 14:56:48 UTC 2025","mobile.CartTest","Mobile Tests","mobile.CartTest","addAndRemoveProductFromCartTest"
"","9876","Verify that user cannot login with invalid credentials","Mobile Test Suite","Mon Dec 22 14:56:45 UTC 2025","passed","Mon Dec 22 14:56:54 UTC 2025","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","9709","Verify that user cannot login with invalid credentials","Mobile Test Suite","Mon Dec 22 14:57:17 UTC 2025","passed","Mon Dec 22 14:57:27 UTC 2025","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
