"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5030","Verify that pet can be updated successfully with new data","API Test Suite","Fri Apr 10 17:56:13 UTC 2026","passed","Fri Apr 10 17:56:18 UTC 2026","api.UpdatePetTest","API Tests","api.UpdatePetTest","verifyPetCanBeUpdatedSuccessfully"
"","10592","Verify that user can complete checkout process with generated user data","Web Test Suite","Fri Apr 10 17:56:16 UTC 2026","passed","Fri Apr 10 17:56:26 UTC 2026","web.CheckoutTest","Web Tests","web.CheckoutTest","completeCheckoutWithGeneratedUserDataTest"
"","6151","Verify that user can add and remove product from cart","Mobile Test Suite","Fri Apr 10 17:57:02 UTC 2026","passed","Fri Apr 10 17:57:08 UTC 2026","mobile.CartTest","Mobile Tests","mobile.CartTest","addAndRemoveProductFromCartTest"
"","4865","Verify that pet can be created successfully with valid data","API Test Suite","Fri Apr 10 17:56:13 UTC 2026","passed","Fri Apr 10 17:56:18 UTC 2026","api.CreatePetTest","API Tests","api.CreatePetTest","verifyPetCanBeCreatedSuccessfully"
"","10040","Verify that user can add multiple products to cart and remove one","Web Test Suite","Fri Apr 10 17:56:16 UTC 2026","passed","Fri Apr 10 17:56:26 UTC 2026","web.ShoppingTest","Web Tests","web.ShoppingTest","addMultipleProductsAndRemoveOneTest"
"","9565","Verify that user can successfully login and logout","Web Test Suite","Fri Apr 10 17:56:16 UTC 2026","passed","Fri Apr 10 17:56:25 UTC 2026","web.LoginTest","Web Tests","web.LoginTest","successfulLoginAndLogoutTest"
"","7647","Verify that user cannot login with invalid credentials","Mobile Test Suite","Fri Apr 10 17:57:05 UTC 2026","passed","Fri Apr 10 17:57:12 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","4629","Verify that pet can be retrieved successfully by ID","API Test Suite","Fri Apr 10 17:56:13 UTC 2026","passed","Fri Apr 10 17:56:18 UTC 2026","api.GetPetTest","API Tests","api.GetPetTest","verifyPetCanBeRetrievedById"
"","8230","Verify that user cannot login with invalid credentials","Mobile Test Suite","Fri Apr 10 17:57:32 UTC 2026","passed","Fri Apr 10 17:57:40 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","9238","Verify that user cannot login with invalid credentials","Mobile Test Suite","Fri Apr 10 17:57:59 UTC 2026","passed","Fri Apr 10 17:58:08 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","2623","Verify that products are sorted correctly","Mobile Test Suite","Fri Apr 10 17:57:50 UTC 2026","passed","Fri Apr 10 17:57:53 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","8932","Verify that user cannot login with invalid credentials","Mobile Test Suite","Fri Apr 10 17:56:35 UTC 2026","passed","Fri Apr 10 17:56:44 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","3811","Verify that pet can be deleted successfully by ID","API Test Suite","Fri Apr 10 17:56:13 UTC 2026","passed","Fri Apr 10 17:56:17 UTC 2026","api.DeletePetTest","API Tests","api.DeletePetTest","verifyPetCanBeDeletedSuccessfully"
"","7867","Verify that user can login with valid credentials","Mobile Test Suite","Fri Apr 10 17:56:35 UTC 2026","passed","Fri Apr 10 17:56:43 UTC 2026","mobile.LoginTest","Mobile Tests","mobile.LoginTest","validLoginTest"
"","3109","Verify that products are sorted correctly","Mobile Test Suite","Fri Apr 10 17:57:23 UTC 2026","passed","Fri Apr 10 17:57:26 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","2837","Verify that products are sorted correctly","Mobile Test Suite","Fri Apr 10 17:56:59 UTC 2026","passed","Fri Apr 10 17:57:02 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","3953","Verify that products are sorted correctly","Mobile Test Suite","Fri Apr 10 17:56:33 UTC 2026","passed","Fri Apr 10 17:56:37 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
