"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9993","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sun Jan 11 09:15:07 UTC 2026","passed","Sun Jan 11 09:15:17 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","5200","Verify that pet can be retrieved successfully by ID","API Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:46 UTC 2026","api.GetPetTest","API Tests","api.GetPetTest","verifyPetCanBeRetrievedById"
"","15013","Verify that user can complete checkout process with generated user data","Web Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:56 UTC 2026","web.CheckoutTest","Web Tests","web.CheckoutTest","completeCheckoutWithGeneratedUserDataTest"
"","10566","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sun Jan 11 09:16:04 UTC 2026","passed","Sun Jan 11 09:16:15 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","4435","Verify that products are sorted correctly","Mobile Test Suite","Sun Jan 11 09:15:03 UTC 2026","passed","Sun Jan 11 09:15:07 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","13815","Verify that user can successfully login and logout","Web Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:55 UTC 2026","web.LoginTest","Web Tests","web.LoginTest","successfulLoginAndLogoutTest"
"","4202","Verify that products are sorted correctly","Mobile Test Suite","Sun Jan 11 09:15:48 UTC 2026","passed","Sun Jan 11 09:15:52 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","9548","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sun Jan 11 09:15:35 UTC 2026","passed","Sun Jan 11 09:15:45 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","5434","Verify that pet can be created successfully with valid data","API Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:46 UTC 2026","api.CreatePetTest","API Tests","api.CreatePetTest","verifyPetCanBeCreatedSuccessfully"
"","6881","Verify that user can add and remove product from cart","Mobile Test Suite","Sun Jan 11 09:15:03 UTC 2026","passed","Sun Jan 11 09:15:10 UTC 2026","mobile.CartTest","Mobile Tests","mobile.CartTest","addAndRemoveProductFromCartTest"
"","10736","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sun Jan 11 09:17:05 UTC 2026","passed","Sun Jan 11 09:17:16 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","5633","Verify that pet can be updated successfully with new data","API Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:47 UTC 2026","api.UpdatePetTest","API Tests","api.UpdatePetTest","verifyPetCanBeUpdatedSuccessfully"
"","4361","Verify that pet can be deleted successfully by ID","API Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:45 UTC 2026","api.DeletePetTest","API Tests","api.DeletePetTest","verifyPetCanBeDeletedSuccessfully"
"","3960","Verify that products are sorted correctly","Mobile Test Suite","Sun Jan 11 09:16:16 UTC 2026","passed","Sun Jan 11 09:16:20 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
"","10369","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sun Jan 11 09:16:37 UTC 2026","passed","Sun Jan 11 09:16:47 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","14493","Verify that user can add multiple products to cart and remove one","Web Test Suite","Sun Jan 11 09:14:41 UTC 2026","passed","Sun Jan 11 09:14:56 UTC 2026","web.ShoppingTest","Web Tests","web.ShoppingTest","addMultipleProductsAndRemoveOneTest"
"","10252","Verify that user can login with valid credentials","Mobile Test Suite","Sun Jan 11 09:15:03 UTC 2026","passed","Sun Jan 11 09:15:13 UTC 2026","mobile.LoginTest","Mobile Tests","mobile.LoginTest","validLoginTest"
"","10250","Verify that user cannot login with invalid credentials","Mobile Test Suite","Sun Jan 11 09:17:34 UTC 2026","passed","Sun Jan 11 09:17:45 UTC 2026","mobile.NegativeLoginTest","Mobile Tests","mobile.NegativeLoginTest","invalidLoginTest"
"","4014","Verify that products are sorted correctly","Mobile Test Suite","Sun Jan 11 09:15:27 UTC 2026","passed","Sun Jan 11 09:15:31 UTC 2026","mobile.SortTest","Mobile Tests","mobile.SortTest","sortProductsTest"
